message,is_toxic
"maybe a dumb question, but do we need portmap? Isn't this just
 
 s/portmap[port.uuid]/port.local_link_connection/",0
"You should do this atomically saving a backup of existing astute.yaml:
 
 1. dump new yaml to (self.PATH + "".new""), remove it on error
 
 2. copy(self.PATH, self.PATH + "".old"")
 
 3. move(self.PATH + "".new"", self.PATH)",0
You're a cruel mistress indeed.,1
Please add blocksize and execute args here,0
Why do you need utils.h in the oat_file.h? I think it should be in oat_file-inl.h.,0
Just wanted to note that it would be a trivial change to service_manager.c to report the requesting pid at least in each avc message.,0
"Could we comment this as ""silently kill and destroy all untracked files and directories""?",0
"If you have more than one missing parameter, this message is going to look ugly. '...A not supplied to VBoxDriver. B not supplied to VBoxDriver.'",1
Remove Daemon here,0
"All I heard was ""Damn it, Robbie, why can't you ever make python magical?""

Your wish is my command :P.",1
"After 'cleanup_parent_with_no_child' then only secret2 should be removed, since secret1 does have a child.",0
"You should swap bs with the count,
 1k is too small chunk of I/O.",0
"Oh I see, derp, running pep8 tells us if we've added some crap that's too complex once we set a limit. If someone needs to bump this to make their change pass, it's a red flag for review. That's neat-o!
 
 At one point you had paste with a list of the most complex methods in tree, is that easy to run? Maybe we could document how to do that in the tox.ini (if one line) or in the devref? Would be good for low-hanging-fruit cleanup type bugs for new contributors.",1
you may as well use javadoc comments for these methods,0
I believe this needs an @abc.abstractmethod,0
fat fingers I guess,0
"> Yuck. Where's this list come from? Is there a smaller set like ""dumb"" or unset we could blacklist, instead of whitelisting all these?

I added a comment explaining where I got the list (https://chromium.googlesource.com/external/github.com/google/googletest/+/82447f23be9474bee8d883128b3f93dde9697334/googletest/src/gtest.cc#2941). TERM can be literally anything, so the whitelist that matches gtestÃ¢â‚¬â„¢s own, while redundant, is better than any blacklist.",1
"This is wrong. You want to execute the following conditional code, so you need to pass an out_argument_type.",0
"Do we do this in other elements? The problem with this logic is that only root will have write access to /usr/lib/python*, so if you run the script as not-root, you end up having to do the heavy lifting that is cached for you in a .pyc/.pyo.",0
You liar!,1
"if you're doing comparisons that aren't == or !=, you're insane anyway :-)",0
TROVE_BUILD_DIR and TROVE_INTEGRATION_CONF_DIR need to be removed here also,0
"I think you need to pass in formatting using a variable to make the translation tools to work.
 
 more like:-
 msg = _(""Image %(image_id) could not be found after upload. The image may ..."") % {'image_id': image.image_id}",0
not worth a -1 but you have one useless line here.,0
"Juergh, please do open a bug on Launchpad and assign yourself! I agree, Stuart totally stole your trial bug :)",0
remove this - exercise.sh stuff,0
That's just you passing foo unquoted,0
"I'm dumb, and this actually was being done in copy_remote_dir_local, except with a bug (basename on rpath instead of lpath). I didn't notice what was going on because I was pulling directly into the adb source directory, which already has a test subdirectory.

Removed this, and replaced it with a proper fix.",0
oops this should be removed,0
I think you missed the 'statistics' here and in the other files,0
"I am not sure if this 'elif' is correctly placed. It seems you want to raise the error below is net_type is not VLAN but it's aligned with 
 
 if attributes.is_attr_set(net_type)
 
 So I guess you will hit it if net_type is not set... not sure that this is what you want",0
android doesn't care. the code's above is fine as it is. this #if crap is cruft from when bionic didn't have <syslog.h>.,1
so if I do enable_plane and disable_plane shortly after that (before a vblank interrupt lands) am I going to mess up my drm_vblank refcount?,0
"once you have EAPI=4, you can drop all of these die",0
I think this red mark means extra space that should be removed.,0
This is redundant and should be removed.,0
nitpick: You might consider initializing these where you declare the fields in the class.,0
imo useless variable 'self._xml_header'. you already have the constant,0
"ya, damn, I thought empty might be ok ;) I'm still unsure if this is how I should do it, I managed to make the reason for adding it moot so I may just pull it for now",1
you may be able to drop the WTF namespace (just nullopt).,0
I just couldn't it that long string on one line anyway... But I can use StringPrintf instead... It still looks as ugly...,0
Why this change? You still want them dumped.,0
I didn't know base::FileEnumerator was a thing. :) Fixed all this crap and the sleeps in the unittest.,1
"Please, add 'self.addCleanup(group.destroy)' to not copy-paste destroy all in each test",0
"nit: add a brief comment here something like:
 // SESSIONS, FAVICON_IMAGES, FAVICON_TRACKING are noisy data types whose invalidations aren't enabled by default on Android.",0
Damn i thought i removed those references. Good catch to change the name of the file.,1
It should be volumeMetaDataResponseParameters instead of volumeMeataDataResponseParameters.,0
"Test case for failure of ""fsck ..."" is absent. What do we expect in that case?",0
"Interesting.

I wonder if fixing ensure_not_ASAN.sh would allow us to get stop using this flag for other builds as well.",0
this comment is useless. It's my mistake.,0
"That will require handling the mocks in that common function, which will look messy.",0
"I don't think that's needed, base::TimeTicks and WTF::TimeTicks are just aliases and can be assigned directly.",0
"bummer, I screwed up, I meant to pass in false.",1
"Oops, screwed up rebase, ignore PS3... (removing the lock is upcoming ;) crbug.com/821034)!",1
"Done.
Damn, I argued letters before _ :)",1
I think you should probably bring back the remove function as the implementation for .destroy(),0
"Why don't you assertRaises like in 
 
 https://review.openstack.org/#/c/278699/9/manila_tempest_tests/tests/api/admin/test_export_locations.py",0
Useless trailing '-'. rand_name() already adds a '-'.,0
This call to `str` here is useless.,0
"yeah it's kinda crappy, since these tasks are there only for Studio, but since we can't hide them, we may as well assign them a group.",1
"aren't you just making life hard for yourself here? why don't you just return the directories, since that's all you want anyway?",0
"I would like to add two more tests:
 * test_delete_bay_with_name_not_found
 * test_delete_multiple_bay_with_name",0
Move opening ( on this line and get rid of \.,0
Deploy the dashboard behind xxx by using a xxx.,0
"Instead, an empty cell should be treated as an empty string.",0
i think this should be a colon,0
should be self.d_env.admin_net2,0
browser_state_ = nullptr;,0
they are useless; but Heat_config['heat_api/cert_file'] won't be in the catalog. If that doesn't matter I can remove it.,0
useless braces,0
Useless,0
Admin conceivably might also want to set -c and / or -i... I'm fine with letting a dumb admin shoot themselves in the foot but I'll canvas opinions....,1
bah - no service id for templated eh. yay crappy pycadf audits,1
"Your WaitIgnoringInterrupts obsoleted this comment a bit. That seems to be masking the interruptShouldThrow=false. But even before, this seemed to be dealing with a very odd case, since it seems to be saying WTF, how did we get an exception if we said not to be interrupted.",1
Christian is using a typewriter ;),0
This original code is valid and IMO more readable than your list-comprehension.,0
Useless spaces,0
"nit: delete-orphan is redundant as the FK is also part of the PK in PoolMonitorAssociation, so it should not be possible to detach it",0
please remove white spaces at the beginning of the line.,0
ahh fuck,1
CQ-DEPEND is backwards. #defining the new option in board.h must be done before we turn off code if it's not defined.,0
How much effort is it to rewrite the kube client to remove this awful issue of creating temp files for the keypair? This is a big security hole!,1
"I'm not sure, either. Someone must've been relying on this being hoisted up a level. We might be able to eliminate this entirely once we slay global configs.",0
... from puppet-ceph-devel :P,0
misformed or malformed... or maybe just 'incorrect'?,0
"nevermind, I clearly suck at Python",1
s/aborted/to be aborted/,0
I would rather you made the FK fix as a separate patch,0
Seems that LinkedStateMixin is useless here.,0
"nit: neutron is a third-party lib in fwaas, so it belongs in the block with oslo/sqlalchemy. In all files.",0
what kind of esoteric systems are you expecting this to run on?  sizeof(char) != 8 is going to break far more than this little daemon.,0
"It just so happens that this dependency is only mostly dead. 

The chromeos::input_method::kCapsLockKey constant is used, which ought to be removed in a separate CL.",0
"Because translate_cinder_exception() is using functools.wraps, it grabs __name__ off of the function. I figured mock would be able to handle that call just fine, but for some reason it doesn't. I guess it needs to be a string, but mock returns a Mock object.
 
 More info here: http://stackoverflow.com/questions/22204660/python-mock-wrapsf-problems",0
Useless trailing '-'. rand_name() already adds a '-'.,0
"well, why don't you just use ~0 instead of 0xFFFFFFFF?",0
klass = datetime,0
"Grammar Nazi here:
 ""deletion of subtasks"" or ""subtask deletion""
 get rid of ""with""
 :-)",1
Such debug symbols should be removed.,0
I am not sure why we need to mock utils.execute twice. utils.execute is mocked at L.44 already.,0
"same note as before about this pattern: if the read fails, you are writing garbage to the register.
maybe we don't care but then checking the tcpc_read result is not useful either",0
For some reason sqlalchemy orm engine doesn't notice changes of JSON (our custom column type) column/attribute so I had to do this dirty hack:),1
killed the change with headshot.,0
nit: constexpr UINT32 kIdentityKeyFlags,0
"I hate that we have one giant file with exceptions like this. Would much prefer the module that throws it be the one that defines it. But that's not an issue with the patch, you're just following established conventions",0
"Done, also decided to kill SkipBlocking for now since I didn't really like its dual nature (seek vs read). I'll revisit this later if needed.",0
"Yeah, that's just like all those tests that use list comprehensions as a poor-man's for loop that I don't like :) It's old cruft, and I'd prefer new code use the style I advocate :)
 
 One of these days, I may get off my butt and try to clean up some of thatÃ¢â‚¬Â¦",1
"Don't you think it'd be better to pass this option through env variable or through run_tests.sh? I mean, I think it shouldn't be hardcoded.",0
"Hmm, I didn't think we used autocommit... :( that sucks. Not an issue with this patch, though. Something to be addressed at a later time.",1
self.db.delete_health_monitor is already a mock.,0
"handles are client local -- the client is getting destroyed, the handles should too. the underlying buffers will be refcounted correctly (theoretically you could call handle_put n times where n is the number of times your referenced it but that seems silly.",0
"Yeah, it sucks. :( Adding a separate buffer would make all the reads awkward, so I was sort of hoping that the OS would save me and it's ""only"" for a couple lines of text (initial response line and some response headers).",1
"Even if you set here infinite value, granula has own timeout which will abort puppet.",0
"instances.Instance.nova() is mocked at #759, and it will be mocked again by the stack_context decorator, which will then cause problem - Cannot mock a MockAnything. That is the reason it needs to unsetstubs at the end.
 
 I will avoid mocking instances.Instance.nova() in the next patch to remove the ugly self.m.UnsetStubs(). Thank you for pointing it out again.",1
"you should normalize power_role and data_role
 ie:
 !!power_role",0
useless now. is 'instance' always here?,0
"you should pass the entire Datastore object, not its properties",0
"replace this function with below one-
 
 def _test_add_remove_router_interface_with_port_id(self, network, created_router):
  port_body = self.client.create_port(
  network_id=network['id'])
  # add router interface to port created above
  resp, interface = self.client.add_router_interface_with_port_id(
  created_router['id'], port_body['port']['id'])
  self.assertEqual('200', resp['status'])
  self.addCleanup(self._remove_router_interface_with_port_id,
  created_router['id'], port_body['port']['id'])
  self.assertIn('subnet_id', interface.keys())
  self.assertIn('port_id', interface.keys())
  # Verify router id is equal to device id in port details
  resp, show_port_body = self.client.show_port(
  interface['port_id'])
  self.assertEqual(show_port_body['port']['device_id'],
  router['id'])
  return show_port_body",0
"actually, the client is intended to be as ""dumb"" as possible. We might want for example to test passing extra data.",0
Can you make a helper function for this part? i.e. IsProcessRunning(pid),0
We could avoid this test by defining a dummy neutron.manager.Manager.reset?,0
I think it will be better to put this block after instance.destroy().,0
"Okay u just burned my brain..
 
 Please call it in normal way: 
 
  for flavor_args in self.config:
 
 or
 
  for flavor_config in self.config:
 
 or something like that.",0
ideally you'd have || die here but I guess context kind of trumps that,0
This schedulable is run before jayce dump. The added markers are not SerializableMarker so they are ignored while writing jayce files.,0
"Fixed, must have screwed up something in my rebase :(",1
why remove all of these doxygen markers that were added by some easyhack?,0
wtf are you trying to accomplish here?,1
That's like creating an issue on github so I can PR. Very silly. I'll do it though.,0
The repeated setter looks ugly. Consider one masking step.,1
Remove wait_for_state_idle_init and wait_for_state_ready_init,0
Ughh but it looks so silly... done,1
"bad sym l247,248, 257",0
should be using _LE instead of _,0
Why the hell we need a copy?!,1
"KIll this empty line, I think",0
This version needs to be incremented. See the number after rebase.,0
I believe this god added by mistake.,0
"You might have a race condition here. You probably want to disable the users first and foremost before doing anything else. A user could potentially be logged in, and creating tokens and Credentials while you are deleting them, and you could end up with one hanging around after you thought yoyu had removed them all. This is non-transactional, after all.",0
"About deleting. If instance could not be deleted if DNS record is not present - seems like a bug.
 Automated ripping is ok (avoiding instance). We already have discussed it. So. i think doing same with dns on instance fail is although ok.
 Mgmt call seems like optinal ability but not the main purpose.",0
"The correct way to delete a rc is as following:
 1) Resize the rc to 0
 2) delete all pods in the rc
 
 If you only delete the rc, then all pods for this rc still exist",0
Should nuke the whitespace around the = operator here.,0
You already got 'environment' - 'args[0]' looks useless here,0
"remove python specific boolean representations
 
  ?disabled",0
src_map != nullptr,0
"Passive voice must die.
 
 'Install the Heat CloudFoundry (""cfn"") tools.
 
 With these installed, heat will take control of the machine during first boot.'",0
"Yes, you are right. useless to go through all pool_bindings.",0
wtf,1
"It might not be a good way to do this 
 hacking in API layer is weird and ugly...",1
"Sorry to be anal here, but without an exception handler, this will warn, but continue. Didn't we want to exit, if we cannot determine the version?
 
 Idea...
 A) If unable to get version in get_version() display a log message saying ""Unable to determine OVS version"", and return '0'.
 B) remove this else clause and let the comparison check?",1
"nit: how about just ""kill -HUP dnsmasq threw %s""?",0
nit: unneeded initialization.,0
use DataTableView instead of MultiTableView.,0
I would prefer if we didn't use 'sucks'. What about 'kinda sucks' -> 'isn't helpful',1
"I think here you should use just
 
  for uuid in uuid_list:",0
This extra white space should be removed.,0
Some pedant could tell that the line should not be touched. Damn pedant.,1
"I'm using any hardcoded default values ONLY in the params class, so this goes to the params too, even if it looks stupid",0
this is what happens when you witch from vi to nano for editing your commit mesage,0
"OK, just seems ugly to me is all. If you use mock you don't have to worry about mox or stubs. I'll already grant that some think that using mock is ugly too...",1
"Is this even needed? Could you do invalid=""[[!activePrinter.printerPPDPath]]",0
"use $syslog_log_facility_savanna, cuz $syslog_log_facility is undef",0
These pmu_access structs should be static.,0
"A dumb question, but can you explain why the FK constraints need to be dropped before changing the indices, before being re-created on exit?
 
 BTW I found it a tiny bit jarring for __enter__ to tear stuff down and then __exit__ to set it up again, but that's just me :)",0
"Minor: we should put the _delete() before assertEquals because if assertEquals raise excepiton, we will have no chance to _delete. This will cause test bed messy and impact following test methods if the cleaness job is important",0
I think this red mark means extra space that should be removed.,0
"No. The runtime should not depend on the compiler. Crap like the JIT are a special case, but if you need this here, then the enum needs to go into runtime.",1
use `die` instead of `echo && exit`,0
"Good Catch! Re why: We were emitting the events in the wrong order previously.. This change happens to fix that too :)
 
 the dns.create.create event should come before dns.recordset.create etc",0
This comment needs to be removed.,0
"I think '_vblock_' is safely implied in these functions. Why don't we just call them vb2_get_keyblock, vb2_get_preamble, vb2_get_body_offset?",0
Typo: 'SetCon*s*tructedInTesting',0
"just want to point out there is a separate mock object for mocking open: 
 
 http://mock.readthedocs.org/en/latest/helpers.html#mock-open",0
"Done. This setup with flags getting changed in build/cxx11_tests.cmake needs to be fixed sooner rather than later. It sucks-- I wrote it, and I already forgot to deal with it in this patch.",1
"minor: parantheses are not needed.
  
  any(devlink...",0
"hidden delete seems very tricky, shouldn't we just mark new slave as FAILED/ERROR if it gets corrupted?",0
REbase and this line should be gone...,0
"Why kill in this place. We should replace below two lines with: 
 
 systemctl start mariadb",0
"Ah, I'd forgotten about the 'disabled by file' part of the middlware!
 
 I guess the difference between a 'graceful shutdown' and using the middleware is that one is event driven where the other one requires you to pick a 'long time' and assume that after that there are no requests being handled.
 
 Which would work ... but the code to implement the graceful shutdown could be pretty easy (potentially just a few lines of code), so might be worth thinking about.
 
 It's probably just a matter of changing these functions in wsgi.py:
 
 
  def wait_on_children(self):
  while self.running:
  try:
  pid, status = os.wait()
  if os.WIFEXITED(status) or os.WIFSIGNALED(status):
  self._remove_children(pid)
  self._verify_and_respawn_children(pid, status)
  except OSError as err:
  if err.errno not in (errno.EINTR, errno.ECHILD):
  raise
  except KeyboardInterrupt:
  LOG.info(_LI('Caught keyboard interrupt. Exiting.'))
  break
  except exception.SIGHUPInterrupt:
  self.reload()
  continue
  eventlet.greenio.shutdown_safe(self.sock)
  self.sock.close()
  LOG.debug('Exited')
 
 
  def run_child(self):
  def child_hup(*args):
  """"""Shuts down child processes, existing requests are handled.""""""
  signal.signal(signal.SIGHUP, signal.SIG_IGN)
  eventlet.wsgi.is_accepting = False
  self.sock.close()
 
  pid = os.fork()
  if pid == 0:
  signal.signal(signal.SIGHUP, child_hup)
  signal.signal(signal.SIGTERM, signal.SIG_DFL)
 
 to look like this:
 
  def wait_on_children(self):
  while self.running:
  try:
  pid, status = os.wait()
  if os.WIFEXITED(status) or os.WIFSIGNALED(status):
  self._remove_children(pid)
  self._verify_and_respawn_children(pid, status)
  except OSError as err:
  if err.errno not in (errno.EINTR, errno.ECHILD):
  raise
  except KeyboardInterrupt:
  LOG.info(_LI('Caught keyboard interrupt. Exiting.'))
  break
  except exception.SIGHUPInterrupt:
  self.reload()
  continue
  except exception.SIGSTOPInterrupt: <<<
  self.graceful_shutdown() <<<
  continue <<<
  eventlet.greenio.shutdown_safe(self.sock)
  self.sock.close()
  LOG.debug('Exited')
 
 
  def run_child(self):
  def child_hup(*args):
  """"""Shuts down child processes, existing requests are handled.""""""
  signal.signal(signal.SIGHUP, signal.SIG_IGN)
  eventlet.wsgi.is_accepting = False
  self.sock.close()
 
  def child_stop(*args): <<<
  """"""Shuts down child processes, existing requests are handled."""""" <<<
  signal.signal(signal.SIGSTOP, signal.SIG_IGN) <<< 
  eventlet.wsgi.is_accepting = False <<< 
  self.sock.close() <<<
 
  pid = os.fork()
  if pid == 0:
  signal.signal(signal.SIGHUP, child_hup)
  signal.signal(signal.SIGSTOP, child_stop) <<<
  signal.signal(signal.SIGTERM, signal.SIG_DFL)
 
 
 And add this one line function:
 
  def graceful_shutdown(self):
  """"""
  Send signal to child processes to handle current requests then exit
  """"""
  os.killpg(self.pgid, signal.SIGSTOP)
 
 
 I haven't tested the above, I think it might be sufficient because the existing code will do the accounting of the number of children and exit when self.children hits zero, but it'd need testing.
 
 You'd do ""kill -s STOP <glance-parent-process-pid>""",0
"This should not be needed, get_project raises ProjectNotFound for an invalid project_id",0
"Is this the uuid of the neutron resource whathever it might be (network, subnet, floating ip, router...firewall, lb, vpn, in other words any object that has a uuid)? I think we should make that clear. Perhaps an entry example for this table might be helpful.
 
 It sucks that this model doesn't allow us to leverage DB integrity constraints, yuk...",1
"what happens if it's 09.0.2?  That's a valid ebuild name (stupid, but valid)....",1
"Egor, I think the registry container is not on master node. It is on each minion/slave node.",0
"Sorry about that, that was a dumb move on my part. I will fix on the next revision.",0
"scratch that, I was being stupid.",0
"For readability, how about:

my_pids = CheckOutput(...).splitlines()
for pid in my_pids:
  ...",0
"you might want to declare a class to represent this table's entries to access elements not through indices but through names - would be much better readable.

At least the meanings of the columns should be described better in the comment block.",0
"dirname seems to work, but I'm marginally happy with the way the code turned out. Seems kind of ugly.",1
I think this code should just be put into the caller - it's really not doing any extra work than calling utils.execute(),0
"it already covered by test:
 test_task_based_deployment.py:607",0
"Is this really necessary? In general, we prefer to use a timer that just starts counting from power-on reset to aid with exact boot time measurements. Is there no timer like that on the Rk3288?

If not, you should probably define your own init function instead and call that from bootblock_cpu_init(). init_timer() is currently only called from hardwaremain.c, which is in ramstage... (that's a little stupid and probably left over from trying to add ARM support into the old x86-only coreboot... we should refactor it eventually, but for now you'll have to hack around it).",0
"Add an ampersand so that the hyperlinking works, e.g. @rsParallelFor.",0
"Oops. Yes, this was dumb. Don't need this macro at all. ps2 fixes this.",0
"Please, use https://github.com/openstack/cinder/blob/master/cinder/utils.py#L731 for retries.",0
"auth_token, auth_uri, tenant_id, username should be removed.",0
"Dumb question: return error here or not (currently not). Seems to me this is okay, because the only place that cares at all is the replicateHandoff() and that one should continue to work as long as the number of insyncs returned is zero, which it is here. Just wondering if this was considered. Maybe no need to log here if returning an error.",0
"arse, I 'fixed' the wrong one.",0
"FWIW, we have to kill all use of rootwrap in plugins. os-vif is mandated to use privsep instead.",0
"that is rather ugly legacy way to do it...

much better to convert the OSL_FAIL below to SAL_WARN which will always use its arguments even in non-debug build and can also easily concat strings.

something like SAL_WARN(""sw.core"", ""blah exception"" <<  e.Msg);",1
Since you already modified this line you should remove six.text_type as well,0
"i agree the indices are ugly, but ._replace isn't a public API",1
"tbh, i sort of think this makes the notification agent 'too dumb'?",0
"Agreed, the current solution (with exposing OnURLFetchCompleteInternal to tests) is ugly. This should be fixed on some other level.",1
"aDesc.aName = aDesc.aDescription = ""###"";",0
This should be the default -> You shouldn't need this. If we need to do anything we should do it in the codec not here. We don't want to force people using the api to have to initialize a decryptor.,0
need to remove the white space around execute = putils.execute,0
Should this test just be removed? Seems useless...,0
Same than AllocRecordStackTraceElement: we were missing a destructor to delete the weak global for the type. This should have happened when disabling allocation tracking where we delete all AllocRecord objects.,0
"Should be used ""jsonutils"" from lib ""oslo_serialization""",0
useless copy?,0
"This condition is not sufficient. A CB pdu over UMTS could be anything from 7 bytes to 1252.
As discussed earlier, we're missing a reliable way of determining the RAT at this stage. Furthermore, the RIL spec says the data should be fixed size 88 bytes, hence suggesting it should be in GSM format.",0
"I wish this was ""amphora_expiry_age"", but that's just me being pedantic.",0
This should probably be changed to CC_SYSTEM. Same for CPRINTF,0
Consider using IPAddress instead of IPNetwork (very very minor nit),0
"Let's plan on doing this in a future change, after the device-specific policies are cleaned up. Is that OK with you?",0
I think these should be string literals,0
"subnet = self._make_subnet(fmt or self.fmt,",0
"Why create a function instead of just using readlink?
 
  SCRIPT_DIR=$(readlink -f ""$(dirname $0)"")",0
"there is reason for this hack.
  test_migrations.py, that should be performed with separate engine",0
k8s_api shouldn't be a associated with the object instance,0
man is this ugly.... will be happy to get rid of legacy dict down the road.,1
"Yep. Just like the health_monitor controller. You're really into killing bogons, aren't you? ;)
 
 I'll get it added (as I have done for the rest).",0
get rid of stackforge,0
"COPY start.sh check.sh /, just to be consistent with rest Dockerfiles",0
silly nit.. but need a period at the end of one line doc strings here.,0
"get rid of fi
 
 elif
  echo $config
 fi",0
blank line should be removed,0
This backslash is unnecessary and should be removed.,0
"child here should be a plain CBB, so:

bssl::ScopedCBB output_cbb;
CBB child;",0
This is unused and should be removed.,0
`rados.py`,0
"So add it to Node model.
 That's a dirty hack and not a way to get if node is running.
 Are you sure that will work on virtualbox for example?",1
I'd put a colon here and ditto for the rest of the procedures,0
"damn!! my bad, focused on the other stuff",1
Execute_action always returns None. So the test will always pass. Maybe have the function return True if it successfully sent the action off to be executed?,0
... ignore the stupid question. let's pretend like this didn't happen :),0
I would remove this and stick with the NotImplementedError above...,0
"Wow, it sucks that ChromeAutofillClient has to be the one to do this; it doesn't really seem like it's its job.  On desktop the bubble controller handles this...can the Android code figure this out itself?",1
InstanceNotFound should be catched explicitly,0
Should this be $OVS_MGR,0
"Same here, I wonder if this value should be computed by puppet facter.",0
"The ""$"" character here isn't necessary, and cold potentialy cause problems.",0
Are these placeholders for later?  I don't see them used beyond usage.  Can you remove them or add TODO to explain the future use of *_EXPERIMENT*,0
stupid nit/opinion: if you had to respin I'd add a blank line here for extra readibility,0
Why don't you use your system.shell_execute(...) function to execute this and similar below?,0
"Oups, I left garbage.",1
I think the print should be removed.,0
"rather than mess with take_action() itself, how about adding a ShowOne.make_columns() method that does the pattern below and returns the zip results. So the below would become:
 
  return self.make_columns(image._info)
 
 That could also just go into utils.",0
"Dumb question since I haven't really payed close attention:
Are these templates not used by Eclipse?
Or has Eclipse been taught how to use these new types of dependencies?",0
"I think I'd call this mDisplayLock, since I think it's actually trying to protect mDisplayData. I'd also move this line up right above mDisplayData and explain in the comment that it's protecting mDisplayData from races between prepare and dump.",0
I think we'd want to pass in shadow_frame.GetMethodAddress() (or call shadow_frame.SetMethod() later) if the reason to pass in ArtMethod** is that it may get moved (in the future when we move methods)?,0
"The ""$"" character here isn't necessary, and cold potentialy cause problems.",0
just: node_attrs_cb=map_color,0
"As ""_notify_ha_interfaces_updated"" called again at L558, can we remove this here at L552?",0
Should be mfRefreshRate or mnRefreshRate.,0
I think the default value should be an empty object,0
"Please consider
 
  os.kill(pre_reload_parent, signal.SIGHUP)",0
kindly purge the associated events as well while purging the resources.,0
Only allow deletion of empty groups please.,0
"Could we extract the interface and not have inner interfaces? It makes the code using them verbose and obnoxious to read, for no real benefit.",0
"@Dolph, actually, the docstring here means resource_to_validate is not existing in the kwargs...",0
How about calling assert_called_once_with?,0
"I still really don't like kill() being used here, if u use https://github.com/openstack/oslo.service/blob/master/oslo_service/loopingcall.py#L135 u don't need to do this and u can just call stop() on that...",0
that whitespace is useless I think.,0
seems like a pretty crappy test to me. =P,1
nit: removal of newline here is an unrelated change.,0
kill the padding spaces,0
"you don't need the \ here ... you used # as the delimiter already

put a || die at the end",0
Interesting... Does _exit() bypass atexit() registered hooks? I guess you don't get the dumps written unless you explicitly call __llvm_profile_write_file?,0
"What's the difference between this and:
 
  fk['constrained_columns'] == columns",0
"ModalDialogManager takes care of dismissing all dialog in destroy.
 So I think we don't need to do anything here.",0
Kill it with fire.,0
IMO those kind of #ifdef in board code are not terribly useful,0
useless copy?,0
these error messages seem a little opaque to the admin who is going to debug their fat fingering of a libtery. Though I can't figure out any better english right now.,0
"ah, thats nice, encoding stuff already crap",1
